,first_name,last_name,flag_code,residence,birthplace,birthdate,turned_pro,weight_kg,height_cm,handedness,backhand,age
2782,Oguz,Eroglu,TUR,0,0,,0.0,0.0,0.0,0,0,
2783,John,El Khoury,LIB,0,0,,0.0,0.0,0.0,0,0,
2784,Mikael,Ekman,SWE,0,0,1984-03-30,0.0,0.0,0.0,0,0,40.0
2785,Ervin,Eleskovic,SWE,0,0,1987-05-08,0.0,0.0,0.0,0,0,37.0
2786,Omar,El Hizaz,MAR,0,0,1980-09-15,0.0,0.0,0.0,0,0,44.0
2787,Reda,El Amrani,MAR,"Mohammedia, Morocco","Casablanca, Morocco",1988-05-19,0.0,82.0,185.0,Right-Handed,Two-Handed Backhand,36.0
2788,Oscar,Escribano,ARG,0,0,,0.0,0.0,0.0,0,0,
2789,Gonzalo,Escobar,ECU,"Manta, Ecuador","Manta, Ecuador",1989-01-20,0.0,0.0,0.0,Left-Handed,Two-Handed Backhand,35.0
2790,Patrick,Eichenberger,SUI,0,0,1988-06-02,0.0,0.0,0.0,0,0,36.0
2791,Laurentiu,Erlic,ROU,0,0,1986-12-20,0.0,0.0,0.0,0,0,38.0
2792,Chris,Eaton,GBR,"Horsley, Surrey, Great Britain","Guildford, Great Britain",1987-11-27,0.0,76.0,0.0,0,0,37.0
2793,Jonathan,Eysseric,FRA,"Grasse, France","Saint-Germain-En-Laye, France",1990-05-27,2008.0,79.0,180.0,Left-Handed,Two-Handed Backhand,34.0
2794,Markus,Eriksson,SWE,"Gothenburg, Sweden","Gothenburg, Sweden",1989-11-29,0.0,80.0,188.0,Right-Handed,Two-Handed Backhand,35.0
2795,Joe,Epkey,USA,0,0,1984-06-01,0.0,0.0,0.0,0,0,40.0
2796,Daniel,Evans,GBR,"Birmingham, England","Birmingham, England",1990-05-23,2006.0,75.0,175.0,Right-Handed,One-Handed Backhand,34.0
2797,Matthew,Ebden,AUS,"Perth, Australia","Durban, South Africa",1987-11-26,2006.0,80.0,188.0,Right-Handed,Two-Handed Backhand,37.0
2798,Gastao,Elias,POR,"Lourinhã, Portugal","Lourinhã, Portugal",1990-11-24,2008.0,76.0,183.0,Right-Handed,Two-Handed Backhand,34.0
2799,Ivan,Endara,ECU,Ecuador,"Quito, Ecuador",1988-03-04,0.0,75.0,0.0,Right-Handed,Two-Handed Backhand,36.0
2800,Mauricio,Echazu,PER,0,0,1989-01-21,0.0,0.0,0.0,0,0,35.0
2801,Maximiliano,Estevez,ARG,"Buenos Aires, Argentina","Rio Gallegos, Argentina",1989-05-18,0.0,82.0,191.0,Left-Handed,Two-Handed Backhand,35.0
2802,Benedikt,Eger,GER,0,0,1989-12-08,0.0,0.0,0.0,0,0,35.0
2803,Adam,El Mihdawy,USA,0,0,1989-08-09,0.0,0.0,0.0,0,0,35.0
2804,Idio,Escobar,BRA,0,0,1991-11-22,0.0,0.0,0.0,0,0,33.0
2805,Omar,Erramy,MAR,0,0,1988-10-15,0.0,0.0,0.0,0,0,36.0
2806,Joss,Espasandin,SUI,0,0,1990-05-04,0.0,0.0,0.0,0,0,34.0
2807,Gregorio,Espinosa Muller,FRA,0,0,1983-09-21,0.0,0.0,0.0,0,0,41.0
2808,Nicholas,Edlefsen,USA,0,0,1984-07-21,0.0,0.0,0.0,0,0,40.0
2809,Hiroyasu,Ehara,JPN,0,0,1991-06-18,0.0,0.0,0.0,0,0,33.0
2810,Ahmed,El Menshawy,GBR,0,0,1991-03-03,0.0,0.0,0.0,0,0,33.0
2811,Justin,Eleveld,NED,0,0,1992-05-26,0.0,0.0,0.0,0,0,32.0
2812,Antoine,Escoffier,FRA,0,0,1992-02-29,0.0,0.0,0.0,0,0,32.0
2813,Sandro,Ehrat,SUI,0,"Schaffhausen, Switzerland",1991-04-18,0.0,0.0,180.0,0,0,33.0
2814,Simon,Ede,AUS,0,0,1992-03-13,0.0,0.0,0.0,0,0,32.0
2815,Michael,Eibl,AUT,0,0,1993-09-14,0.0,0.0,0.0,0,0,31.0
2816,Kyle,Edmund,GBR,"Beverley, Great Britain","Johannesburg, South Africa",1995-01-08,2012.0,83.0,188.0,Right-Handed,Two-Handed Backhand,29.0
2817,Amir,El-Bayoumy,EGY,0,0,1984-12-03,0.0,0.0,0.0,0,0,40.0
2818,Elmar,Ejupovic,GER,"Weinheim, Germany","Wolfsburg, Germany",1993-02-01,0.0,90.0,193.0,0,0,31.0
2819,Christopher,Eubanks,USA,"Atlanta, GA, USA","Atlanta, GA, USA",1996-05-05,2017.0,82.0,201.0,Right-Handed,One-Handed Backhand,28.0
2820,Nicolas,Ernst,GER,0,0,1986-12-28,0.0,0.0,0.0,Right-Handed,Two-Handed Backhand,38.0
2821,Neeraj,Elangovan,IND,0,0,1995-02-02,0.0,0.0,0.0,0,0,29.0
2822,Evgeny,Elistratov,RUS,"Moscow, Russia","Khabarovsk, Russia",1994-12-28,0.0,85.0,193.0,Right-Handed,Two-Handed Backhand,30.0
2823,Charlie,Ellis,USA,0,0,,0.0,0.0,0.0,0,0,
2824,Desmond,Early,IRL,0,0,,0.0,0.0,0.0,0,0,
2825,Magnus,Eriksson,SWE,0,0,1992-06-07,0.0,0.0,0.0,0,0,32.0
2826,Ernesto,Escobedo,USA,"West Covina, CA, USA","Los Angeles, CA, USA",1996-07-04,2014.0,82.0,185.0,Right-Handed,Two-Handed Backhand,28.0
2827,R. S. ,Edwards,GBR,0,0,,0.0,0.0,0.0,0,0,
2828,J. C. ,Edwards,GBR,0,0,,0.0,0.0,0.0,0,0,
2829,Vyacheslav,Egorov,RUS,0,0,,0.0,0.0,0.0,0,0,
2830,Dieter,Ecklebe,GER,0,0,1939-10-16,0.0,0.0,0.0,0,0,85.0
2831,William,Edwards,AUS,0,0,,0.0,0.0,0.0,0,0,
2832,Ramsey,Earnhart,USA,0,0,,0.0,0.0,0.0,0,0,
2833,Pablo,Eisenberg,USA,0,0,,0.0,0.0,0.0,0,0,
2834,John,Evans,USA,0,0,,0.0,0.0,0.0,0,0,
2835,Carl,Eltzholtz,USA,0,0,,0.0,0.0,0.0,0,0,
2836,Jon,Erickson,USA,0,0,,0.0,0.0,0.0,0,0,
2837,Peter,Estin,USA,0,0,,0.0,0.0,0.0,0,0,
2838,Samir,El Khoury,LIB,0,0,1931-06-23,0.0,0.0,0.0,0,0,93.0
2839,Alan,Englander,USA,0,0,,0.0,0.0,0.0,0,0,
2840,Hubert,Eaton,USA,0,0,,0.0,0.0,0.0,0,0,
2841,Arthur,Edis,USA,0,0,,0.0,0.0,0.0,0,0,
2842,Donald,Eisenberg,USA,0,0,,0.0,0.0,0.0,0,0,
2843,Merrill,Ehmke,USA,0,0,,0.0,0.0,0.0,0,0,
2844,Ake,Eliaeson,SWE,0,0,1923-05-26,0.0,0.0,0.0,0,0,101.0
2845,Reg,Ewin,AUS,0,0,,0.0,0.0,0.0,0,0,
2846,Arnold,England,GBR,0,0,,0.0,0.0,0.0,0,0,
2847,Raymond,Egan,IRL,0,0,1914-08-12,0.0,0.0,0.0,0,0,110.0
2848,Max,Ellmer,SUI,0,0,1909-07-06,0.0,0.0,0.0,0,0,115.0
2849,Geza,Eros,HUN,0,0,,0.0,0.0,0.0,0,0,
2850,Neil,Ennis,AUS,0,0,,0.0,0.0,0.0,0,0,
2851,Geoffrey,Emmett,GBR,0,0,,0.0,0.0,0.0,0,0,
2852,James,Evert,USA,0,0,,0.0,0.0,0.0,0,0,
2853,Harris,Everett,USA,0,0,,0.0,0.0,0.0,0,0,
2854,Daniel,Eger,AUT,0,0,1995-08-31,0.0,0.0,0.0,0,0,29.0
2855,Ronald,Edwards,USA,0,0,,0.0,0.0,0.0,0,0,
2856,Alexander,Erler,AUT,0,0,1997-10-27,0.0,0.0,0.0,0,0,27.0
2857,Leon,Everett,USA,0,0,,0.0,0.0,0.0,0,0,
2858,Hector,Etchart,ARG,0,0,,0.0,0.0,0.0,0,0,
2859,Neil,Edwards,0,0,0,,0.0,0.0,0.0,0,0,
2860,Colin,Eedes,RSA,0,0,,0.0,0.0,0.0,0,0,
2861,P.D.,Eeman,GBR,0,0,,0.0,0.0,0.0,0,0,
2862,William,Earle,GBR,0,0,,0.0,0.0,0.0,0,0,
2863,Henri-Paul,Emard,CAN,0,0,,0.0,0.0,0.0,0,0,
2864,Andrew,Ewbank,BEL,0,0,,0.0,0.0,0.0,0,0,
2865,T.,Eggmann,0,0,0,,0.0,0.0,0.0,0,0,
2866,D.M.,Evans,GBR,0,0,,0.0,0.0,0.0,0,0,
2867,W.,Evans,0,0,0,,0.0,0.0,0.0,0,0,
2868,Costas,Efstratiadis,GRE,0,0,,0.0,0.0,0.0,0,0,
2869,A.,Ernst,0,0,0,,0.0,0.0,0.0,0,0,
2870,Unknown,Espanol,0,0,0,,0.0,0.0,0.0,0,0,
2871,R.D.,England,GBR,0,0,,0.0,0.0,0.0,0,0,
2872,Cyril,Eames,GBR,0,0,,0.0,0.0,0.0,0,0,
2873,A.K.,Evans,GBR,0,0,,0.0,0.0,0.0,0,0,
2874,J.,Evers,GBR,0,0,,0.0,0.0,0.0,0,0,
2875,R.,Evans,0,0,0,,0.0,0.0,0.0,0,0,
2876,G.,Emerson,0,0,0,,0.0,0.0,0.0,0,0,
2877,Cyril,Eltringham,GBR,0,0,,0.0,0.0,0.0,0,0,
2878,G.M.,Elliott,GBR,0,0,,0.0,0.0,0.0,0,0,
2879,I.,Evans,0,0,0,,0.0,0.0,0.0,0,0,
2880,L.,Edwards,0,0,0,,0.0,0.0,0.0,0,0,
2881,E.,Edwards,0,0,0,,0.0,0.0,0.0,0,0,
2882,J.,Elliott,0,0,0,,0.0,0.0,0.0,0,0,
2883,J.,Ewing,0,0,0,,0.0,0.0,0.0,0,0,
2884,P.,Edralin,0,0,0,,0.0,0.0,0.0,0,0,
2885,R.,Eagle,AUS,0,0,,0.0,0.0,0.0,0,0,
2886,J.,Eaton,0,0,0,,0.0,0.0,0.0,0,0,
2887,S.,England,AUS,0,0,,0.0,0.0,0.0,0,0,
2888,E.,Ess,0,0,0,,0.0,0.0,0.0,0,0,
2889,Wilberforce,Eaves,GBR,0,"Melbourne, Victoria",,0.0,0.0,0.0,0,0,
2890,S.,Edwards,0,0,0,,0.0,0.0,0.0,0,0,
2891,T.,Edmett,0,0,0,,0.0,0.0,0.0,0,0,
2892,H.,Ewer,0,0,0,,0.0,0.0,0.0,0,0,
2893,N.,Emmons,0,0,0,,0.0,0.0,0.0,0,0,
2894,F.,Edgill,0,0,0,,0.0,0.0,0.0,0,0,
2895,G.E.,Evered,GBR,0,0,,0.0,0.0,0.0,0,0,
2896,Leonard,Escombe,GBR,0,0,,0.0,0.0,0.0,0,0,
2897,T.,Ennis,GBR,0,0,,0.0,0.0,0.0,0,0,
2898,N.,Emerson,0,0,0,,0.0,0.0,0.0,0,0,
2899,G.,Eames,0,0,0,,0.0,0.0,0.0,0,0,
2900,D.B.,Eldridge,0,0,0,,0.0,0.0,0.0,0,0,
2901,D.G.,Eldridge,0,0,0,,0.0,0.0,0.0,0,0,
2902,Y.,Edwards,0,0,0,,0.0,0.0,0.0,0,0,
2903,W.,Escombe,0,0,0,,0.0,0.0,0.0,0,0,
2904,C.,Eames,0,0,0,,0.0,0.0,0.0,0,0,
2905,W.,Edward,0,0,0,,0.0,0.0,0.0,0,0,
2906,C.,Evill,0,0,0,,0.0,0.0,0.0,0,0,
2907,J.,Eddis,0,0,0,,0.0,0.0,0.0,0,0,
2908,L.,Erskine,0,0,0,,0.0,0.0,0.0,0,0,
2909,C.,Ewbank,0,0,0,,0.0,0.0,0.0,0,0,
2910,A.,Emmons,0,0,0,,0.0,0.0,0.0,0,0,
2911,O.,Englestrom,0,0,0,,0.0,0.0,0.0,0,0,
2912,H.,Emmons,0,0,0,,0.0,0.0,0.0,0,0,
2913,W.,Eaton,0,0,0,,0.0,0.0,0.0,0,0,
2914,F.,Eldridge,0,0,0,,0.0,0.0,0.0,0,0,
2915,Juan,Espinel,COL,0,0,1993-06-05,0.0,0.0,0.0,Right-Handed,Two-Handed Backhand,31.0
2916,Camilo Andres,Erazo,COL,"Popayan, Colombia","Popayan Cauca, Colombia",1996-12-27,0.0,75.0,0.0,Left-Handed,Two-Handed Backhand,28.0
2917,Rodrigo,Echavarria,COL,0,0,1996-12-10,0.0,0.0,0.0,0,0,28.0
2918,Rick,Fagel,USA,0,"Miami, FL",1953-11-29,0.0,70.0,180.0,0,0,71.0
2919,Michael,Fancutt,AUS,0,"Brisbane, Australia",1961-02-20,0.0,82.0,191.0,0,0,63.0
2920,Charlie,Fancutt,AUS,0,"Brisbane, Australia",1959-06-17,0.0,75.0,178.0,0,0,65.0
2921,Fabrizio,Fanucci,ITA,0,0,,0.0,0.0,0.0,0,0,
2922,Lorenzo,Fargas,ESP,0,"Barcelona, Spain",1957-10-19,0.0,79.0,173.0,0,0,67.0
2923,Ted,Farnsworth,USA,0,"New York, NY",1962-07-30,0.0,79.0,188.0,0,0,62.0
2924,Juan,Farrow,USA,0,"Lynchburg, VA",1958-01-18,0.0,73.0,180.0,0,0,66.0
2925,John,Feaver,GBR,0,"Fleet, England",1952-02-16,0.0,79.0,191.0,0,0,72.0
2926,Mike,Fedderly,USA,0,0,,0.0,0.0,0.0,0,0,
2927,Christian,Feenstra,NED,0,"Utrecht, Netherlands",1967-05-13,0.0,69.0,183.0,0,0,57.0
2928,Peter,Feigl,AUT,0,"Vienna, Austria",1951-11-30,0.0,77.0,183.0,0,0,73.0
2929,Jose Antonio,Fernandez,CHI,0,"Santiago, Chile",1965-01-26,1980.0,0.0,0.0,0,0,59.0
2930,David,Felgate,GBR,"London, England","Essex, England",1964-03-19,1983.0,75.0,180.0,0,0,60.0
2931,Ernie,Fernandez,PUR,0,"Santurce, Puerto Rico",1960-06-08,0.0,82.0,191.0,0,0,64.0
2932,Wojtek,Fibak,POL,Poland,"Poznan, Poland",1952-08-03,0.0,73.0,183.0,0,0,72.0
2933,Gustav,Fichardt,RSA,0,"Pretoria, South Africa",1965-07-07,0.0,68.0,185.0,0,0,59.0
2934,Joel,Figueras,ESP,0,"Barcelona, Spain",1964-09-07,0.0,0.0,0.0,0,0,60.0
2935,Jaime,Fillol Sr.,CHI,0,"Santiago, Chile",1946-06-03,1968.0,73.0,180.0,0,0,78.0
2936,Alvaro,Fillol,CHI,0,"Santiago, Chile",1952-12-04,0.0,75.0,178.0,0,0,72.0
2937,Michele,Fioroni,ITA,0,"Perugia, Italy",1965-02-16,0.0,75.0,180.0,0,0,59.0
2938,John,Fitzgerald,AUS,"Melbourne, VIC, Australia","Cummins, Australia",1960-12-28,1980.0,77.0,183.0,0,0,64.0
2939,Ken,Flach,USA,"Alpharetta, GA","St. Louis, MO",1963-05-24,1983.0,75.0,185.0,0,0,61.0
2940,Peter,Fleming,USA,0,"Chatham, NJ",1955-01-21,0.0,84.0,196.0,0,0,69.0
2941,Igor,Flego,CRO,0,0,1961-12-13,0.0,0.0,0.0,0,0,63.0
2942,Jean-Philippe,Fleurian,FRA,"Ft. Lauderdale, FL","Paris, France",1965-09-11,1985.0,79.0,185.0,0,0,59.0
2943,Marc,Flur,USA,0,"Poughkeepsie, NY",1962-06-08,0.0,75.0,191.0,0,0,62.0
2944,Patrick,Flynn,AUS,0,"Brisbane, Australia",1968-08-16,0.0,77.0,183.0,0,0,56.0
2945,Bruce,Foxworth,USA,0,"St. Louis, MO",1956-09-25,0.0,70.0,180.0,0,0,68.0
2946,Guy,Forget,FRA,"Neuchatel, Switzerland","Casablanca, Morocco",1965-01-04,1982.0,80.0,191.0,0,0,59.0
2947,Rod,Frawley,AUS,0,"Brisbane, QNSLD, Australia",1952-09-08,0.0,77.0,185.0,0,0,72.0
2948,John,Frawley,AUS,0,"Redcliffe, Australia",1965-07-04,0.0,75.0,173.0,0,0,59.0
2949,Christophe,Freyss,FRA,"Lausanne, Switzerland","Strasbourg, France",1956-08-30,0.0,85.0,183.0,0,0,68.0
2950,Javier,Frana,ARG,"Buenos Aires, Argentina","Rafaela, Argentina",1966-12-25,1986.0,77.0,185.0,0,0,58.0
2951,Marcel,Freeman,USA,0,"Port Washington, NY",1960-03-30,0.0,66.0,173.0,0,0,64.0
2952,Oliver,Freund,GER,0,"Bombay, India",1962-11-07,0.0,66.0,178.0,0,0,62.0
2953,Eric,Fromm,USA,0,"Queens, NY",1958-06-27,0.0,77.0,178.0,0,0,66.0
2954,Bernard,Fritz,FRA,0,"Marseilles, France",1953-10-05,0.0,69.0,173.0,0,0,71.0
2955,Tsuyoshi,Fukui,JPN,0,"Fukuoka, Japan",1957-06-22,0.0,59.0,170.0,0,0,67.0
2956,Nick,Fulwood,GBR,0,"Risley, Derbyshire, England",1963-10-02,0.0,73.0,185.0,0,0,61.0
2957,Takanobu,Fujii,JPN,0,0,,0.0,0.0,0.0,0,0,
2958,Alberto,Franco,PER,0,0,,0.0,0.0,0.0,0,0,
2959,Stephen,Furlong,AUS,0,"London, England",1967-10-01,0.0,76.0,185.0,0,0,57.0
2960,Brian,Fairlie,NZL,0,0,1948-06-13,0.0,0.0,0.0,0,0,76.0
2961,Jurgen,Fassbender,GER,0,"Wesseling, Germany",1948-05-28,0.0,0.0,0.0,0,0,76.0
2962,Steve,Faulk,USA,0,"New Orleans, LA, USA",1947-06-01,0.0,0.0,0.0,0,0,77.0
2963,Mark,Farrell,GBR,0,0,1953-05-06,0.0,0.0,0.0,0,0,71.0
2964,Rick,Fisher,USA,0,0,1951-03-29,0.0,0.0,0.0,0,0,73.0
2965,Ian,Fletcher,AUS,0,"Adelaide, Australia",1948-12-01,0.0,0.0,0.0,0,0,76.0
2966,John,Fort,USA,0,"Santa Monica, CA, U.S.A.",1949-09-28,0.0,0.0,0.0,0,0,75.0
2967,Gordon,Forbes,RSA,0,"Cape Province, South Africa",1934-02-21,0.0,0.0,0.0,0,0,90.0
2968,Zeljko,Franulovic,CRO,"Monte-Carlo, Monaco","Split, Croatia",1947-06-13,1969.0,0.0,0.0,Right-Handed,One-Handed Backhand,77.0
2969,Bill,Freer,RSA,0,"Springs, South Africa",1951-03-09,0.0,0.0,0.0,0,0,73.0
2970,Mark,Freedman,USA,0,"Larchmont, NY, USA",1958-11-19,0.0,0.0,0.0,0,0,66.0
2971,Eric,Friedler,USA,0,"Evanston, IL, USA",1954-09-08,0.0,0.0,0.0,0,0,70.0
2972,Frank,Froehling,USA,0,"San Diego, CA",1942-05-19,0.0,77.0,191.0,0,0,82.0
2973,Tom,Frisher,ISR,0,"Kefar Sava, Israel",,0.0,72.0,175.0,0,0,
2974,Francisco,Ferrer,ESP,0,0,,0.0,0.0,0.0,0,0,
2975,Mike,Fishbach,USA,0,"Bronx, NY",1954-12-01,0.0,70.0,180.0,0,0,70.0
2976,Guy,Fritz,USA,0,0,,0.0,0.0,0.0,0,0,
2977,Vincenzo,Franchitti,ITA,0,0,,0.0,0.0,0.0,0,0,
2978,Anthony,Fawcett,RSA,0,0,,0.0,0.0,0.0,0,0,
2979,Gavin,Forbes,RSA,0,"Burersdorp, South Africa",1958-07-13,0.0,0.0,0.0,0,0,66.0
2980,Noel,Freitas,BRA,0,0,,0.0,0.0,0.0,0,0,
2981,Herb,Fitzgibbon,USA,0,"Garden City, NY, U.S.A.",1942-07-14,0.0,0.0,0.0,0,0,82.0
2982,Ken,Fletcher,AUS,0,"Brisbane, Australia",1940-06-15,0.0,0.0,0.0,0,0,84.0
2983,Carlos-Alberto,Fernandes,BRA,0,0,,0.0,0.0,0.0,0,0,
2984,Alan,Fox,USA,0,"Los Angeles, CA, USA",1939-06-25,0.0,75.0,173.0,0,0,85.0
2985,Didier,Frantz,FRA,0,0,,0.0,0.0,0.0,0,0,
2986,Neale,Fraser,AUS,0,"Melbourne, VIC, Australia",1933-10-03,0.0,0.0,0.0,0,0,91.0
2987,Thomas,Furst,GER,0,0,,0.0,0.0,0.0,0,0,
2988,Peter,Fishbach,USA,0,"Bronx, NY",1947-08-29,0.0,66.0,180.0,0,0,77.0
2989,Myron,Franks,USA,0,"Los Angeles, CA, USA",1936-12-23,0.0,73.0,178.0,0,0,88.0
2990,Chip,Fisher,USA,0,0,,0.0,0.0,0.0,0,0,
2991,Carlos,Feldstedt,CHI,0,0,,0.0,0.0,0.0,0,0,
2992,Conny,Falk,SWE,0,"Stockholm, Sweden",1966-11-30,0.0,70.0,188.0,0,0,58.0
2993,Frank,Falderbaum,GER,0,0,,0.0,0.0,0.0,0,0,
2994,Harry,Fauquier,CAN,0,"Toronto, Canada",1942-01-01,0.0,0.0,0.0,0,0,82.0
2995,John,Fraser,AUS,0,0,,0.0,0.0,0.0,0,0,
2996,Trevor,Fancutt,RSA,0,"Kokstad, South Africa",1934-07-14,0.0,0.0,0.0,0,0,90.0
2997,Eduardo,Furusho,JPN,0,"Sao Paulo, Brazil",1968-07-06,0.0,59.0,168.0,0,0,56.0
2998,Richard,Fromberg,AUS,"Melbourne, Victoria, Australia","Ulverstone,Tasmania, Australia",1970-04-28,1988.0,88.0,196.0,0,0,54.0
2999,Birger,Folke,SWE,0,0,,0.0,0.0,0.0,0,0,
3000,Marcelo,Filippini,URU,"Montevideo, Uruguay","Montevideo, Uruguay",1967-08-04,1987.0,66.0,178.0,0,0,57.0
3001,David,Franco,ESP,0,0,1970-01-30,0.0,0.0,0.0,0,0,54.0
3002,Buff,Farrow,USA,0,"Wichita, KS",1967-05-28,0.0,68.0,170.0,0,0,57.0
3003,Wouter,Fok,NED,0,0,,0.0,0.0,0.0,0,0,
3004,Marco,Filippeschi,ITA,0,0,1967-08-15,0.0,0.0,0.0,0,0,57.0
3005,M.,Fallas,CRC,0,0,,0.0,0.0,0.0,0,0,
3006,Hans,Fredborg,SWE,0,"Halmstad, Sweden",1962-09-12,0.0,73.0,183.0,0,0,62.0
3007,Chad,Floe,USA,0,0,,0.0,0.0,0.0,0,0,
3008,Oliver,Fuchs,AUT,0,"Bruck an der Mur, Austria",1971-03-16,0.0,73.0,180.0,0,0,53.0
3009,Vojtech,Flegl,CZE,"Prague, Czech Republic","Prague, Czech Republic",1967-06-24,1988.0,74.0,180.0,0,0,57.0
3010,Ellis,Ferreira,RSA,"Atlanta, Georgia, USA","Pretoria, South Africa",1970-02-19,1992.0,86.0,188.0,0,0,54.0
3011,Greg,Failla,USA,0,"Seattle, WA",1968-03-09,0.0,61.0,180.0,0,0,56.0
3012,Doug,Flach,USA,"Alpharetta, GA, USA","St. Louis, MO, USA",1970-08-10,0.0,68.0,183.0,0,0,54.0
3013,Wayne,Ferreira,RSA,"Berkeley, California, USA","Johannesburg, South Africa",1971-09-15,1989.0,85.0,185.0,0,0,53.0
3014,Renzo,Furlan,ITA,"Monte Carlo, Monaco","Conegliano, Veneto, Italy",1970-05-17,1988.0,70.0,175.0,0,0,54.0
3015,Frederic,Fontang,FRA,"Pau, France","Casablanca, Morocco",1970-03-18,1989.0,70.0,183.0,0,0,54.0
3016,Oliver,Fernandez,MEX,"Cordoba, Mexico","Orizaba, Mexico",1972-12-07,1991.0,66.0,175.0,0,0,52.0
3017,Frederik,Fetterlein,DEN,0,"Rungsted, Denmark",1970-07-11,0.0,78.0,191.0,0,0,54.0
3018,Andreas,Fikas,GRE,0,0,,0.0,0.0,0.0,0,0,
3019,Andrew,Foster,GBR,0,"Stoke-on-Trent, England",1972-03-16,0.0,80.0,191.0,0,0,52.0
3020,Shai,Friedman,ISR,0,0,,0.0,0.0,0.0,0,0,
3021,Rodrigo,Faria,BRA,0,0,,0.0,0.0,0.0,0,0,
3022,Unknown,Fischtel,0,0,0,,0.0,0.0,0.0,0,0,
3023,Axel,Finnberg,GER,0,0,1971-04-05,0.0,0.0,0.0,0,0,53.0
3024,Remus,Farcas,ROU,"Brasov, Romania","Fagaras, Romania",1971-12-11,1990.0,0.0,0.0,0,0,53.0
3025,John,Fairchild,AUS,0,0,1947-03-11,0.0,0.0,0.0,0,0,77.0
3026,Harry,Fritz,CAN,0,"Yuma, AZ, USA",1951-02-19,0.0,0.0,0.0,0,0,73.0
3027,Joao,Ferreira,POR,0,0,1986-04-03,0.0,0.0,0.0,0,0,38.0
3028,Bruno,Fragoso,POR,0,0,1972-11-23,0.0,0.0,0.0,0,0,52.0
3029,Rainer,Falenti,AUT,0,0,1973-02-15,0.0,0.0,0.0,0,0,51.0
3030,Patrik,Fredriksson,SWE,0,0,1973-05-16,1995.0,76.0,185.0,0,0,51.0
3031,Ruben,Fernandez,ESP,0,0,1978-01-12,0.0,0.0,0.0,0,0,46.0
3032,Kalle,Flygt,SWE,0,0,1976-06-15,0.0,0.0,0.0,0,0,48.0
3033,Ota,Fukarek,CZE,"Jablonec, Czech Republic","Jablonec, Czech Republic",1977-01-18,1995.0,78.0,191.0,0,0,47.0
3034,Leos,Friedl,CZE,"Dusejov, Czech Republic","Jindrichuv Hradec, Cz Republic",1977-01-01,1997.0,80.0,183.0,0,0,47.0
3035,Francisco,Fogues,ESP,"Valencia, Spain","Valencia, Spain",1977-08-06,1998.0,82.0,191.0,0,0,47.0
3036,Andy,Fahlke,GER,"Hamburg, Germany","Hamburg, Germany",1979-05-30,1996.0,82.0,185.0,0,0,45.0
3037,Ashley,Fisher,AUS,"St. Petersburg, Florida, USA","New South Wales, Australia",1975-09-25,1998.0,78.0,183.0,0,0,49.0
3038,Oliver,Freelove,GBR,0,0,1977-03-05,0.0,0.0,0.0,0,0,47.0
3039,Gorka,Fraile,ESP,"Madrid, Spain","Irun, Spain",1978-04-07,0.0,82.0,180.0,0,0,46.0
3040,Juan Carlos,Ferrero,ESP,"Villena, Spain","Onteniente, Spain",1980-02-12,1998.0,73.0,183.0,Right-Handed,Two-Handed Backhand,44.0
3041,Sebastian,Fitz,GER,0,0,1979-08-12,0.0,0.0,0.0,0,0,45.0
3042,Roger,Federer,SUI,Switzerland,"Basel, Switzerland",1981-08-08,1998.0,85.0,185.0,Right-Handed,One-Handed Backhand,43.0
3043,Fazaluddin,Syed,IND,0,0,1974-10-18,1998.0,0.0,0.0,0,0,50.0
3044,Katsushi,Fukuda,JPN,0,0,1976-04-14,0.0,0.0,0.0,0,0,48.0
3045,Zack,Fleishman,USA,"Playa del Rey, California, USA","Santa Monica, California, USA",1980-03-17,2000.0,84.0,188.0,0,0,44.0
3046,Mardy,Fish,USA,"Los Angeles, California","Edina, Minnesota, USA",1981-12-09,2000.0,82.0,188.0,Right-Handed,Two-Handed Backhand,43.0
3047,Jean-Christophe,Faurel,FRA,Suresnes - France,"Rueil-Malmaison, France",1981-03-06,2000.0,69.0,175.0,0,0,43.0
3048,Andreas,Fasching,AUT,0,0,1981-01-01,0.0,0.0,0.0,0,0,43.0
3049,Jonas,Froberg,SWE,0,0,1981-04-11,0.0,0.0,0.0,0,0,43.0
3050,Mariusz,Fyrstenberg,POL,"Warsaw, Poland","Warsaw, Poland",1980-07-08,2001.0,80.0,191.0,0,0,44.0
3051,Alberto,Francis,USA,"Palm Springs, CA, USA","McAllen, TX, USA",1982-02-06,2005.0,86.0,196.0,0,0,42.0
3052,Marc,Fornell-Mestres,ESP,0,0,1982-01-26,0.0,0.0,0.0,Right-Handed,Two-Handed Backhand,42.0
3053,Holger,Fischer,GER,0,0,1980-12-11,0.0,0.0,0.0,0,0,44.0
3054,John Paul,Fruttero,USA,"San Jose, CA, USA","Montebello, California, USA",1981-04-30,2003.0,79.0,185.0,Right-Handed,One-Handed Backhand,43.0
3055,Timo,Fleischfresser,GER,0,0,1979-03-23,0.0,0.0,0.0,0,0,45.0
3056,Marcel,Felder,URU,"Montevideo, Uruguay","Montevideo, Uruguay",1984-07-09,0.0,64.0,0.0,Right-Handed,One-Handed Backhand,40.0
3057,David,Ferrer,ESP,"Valencia, Spain","Javea, Spain",1982-04-02,2000.0,73.0,175.0,Right-Handed,Two-Handed Backhand,42.0
