,name,address,city,zip_code,type,count,clay,wall,grass,indoor,lights,proshop,latitude,clay,wall,grass,indoor,lights,stringing
Perkiomen Valley High School,Gravel Pike,philadelphia,pa,Public,12,False,False,False,False,True,False,40,-75.455185,0,0,0,0,1,0
Forest Park,Forest Park Drive,indianapolis,in,Public,2,False,False,False,False,False,False,40,-86.020631,0,0,0,0,0,0
Avon High School,Maria Lane,indianapolis,in,Public,12,False,True,False,False,True,False,39,-86.387504,0,1,0,0,1,0
Biddle Memorial Park,The Sheridan Monon Trail,indianapolis,in,Public,2,False,False,False,False,True,False,40,-86.212635,0,0,0,0,1,0
Hugh Danahy Park,Roseanna Drive,denver,co,Public,2,False,False,False,False,True,False,39,-105.00054,0,0,0,0,1,0
Tonawanda Municipal Park,Victoria Boulevard,buffalo-niagara falls,ny,Public,4,False,False,False,False,False,False,42,-78.883831,0,0,0,0,0,0
River View Park,J F Kennedy Boulevard East,new york,ny,Public,2,False,True,False,False,True,False,40,-74.004946,0,1,0,0,1,0
Westside Park,Totowa Avenue,new york,ny,Public,4,False,False,False,False,True,False,40,-74.19122,0,0,0,0,1,0
Valley Lo Towers,Chestnut Gardens Road,chicago,il,Homeowners Community,1,False,False,False,False,False,False,42,-87.805202,0,0,0,0,0,0
Loch Braemar Community Association,Kingussle Lane,richmond-petersburg,va,Homeowners Community,2,False,False,False,False,True,False,37,-77.5773382,0,0,0,0,1,0
L Anse Creuse High School,Reimold Street,detroit,mi,Public,8,False,True,False,False,False,False,42,-82.8541768,0,1,0,0,0,0
OakTree Apartments,Wenark Drive,wilmington-newark,de,Homeowners Community,2,False,False,False,False,False,False,39,-75.7804084,0,0,0,0,0,0
Mariners Green,Nettles Drive,norfolk-virginia beach,va,Homeowners Community,1,False,False,False,False,True,False,37,-76.4972448,0,0,0,0,1,0
West Montgomery High School,Warrior Drive,greensboro-winston-salem,nc,Public,4,False,False,False,False,False,False,35,-79.9583888,0,0,0,0,0,0
Bexley At Concord Mills,Lily Green Court Northwest,charlotte,nc,Homeowners Community,1,False,False,False,False,True,False,35,-80.7287085,0,0,0,0,1,0
Beechcroft Park,Sweetwater Court,columbus,oh,Public,3,False,True,False,False,False,False,40,-82.9623342,0,1,0,0,0,0
Harvard Recreation Center,South Halldale Avenue,los angeles,ca,Public,8,False,False,False,False,True,False,33,-118.3029163,0,0,0,0,1,0
Recreation Park,Park Drive,kansas city,mo,Public,6,False,False,False,False,True,False,39,-94.2419994,0,0,0,0,1,0
Huntington Farms,West Terrace,kansas city,mo,Homeowners Community,2,False,False,False,False,True,False,38,-94.6370673,0,0,0,0,1,0
Wardman Park,Cactus Drive,los angeles,ca,Public,2,False,True,False,False,True,False,33,-116.5065014,0,1,0,0,1,0
Lomita Park,Eshelman Avenue,los angeles,ca,Public,2,False,True,False,False,True,False,33,-118.3132267,0,1,0,0,1,0
Picketts Plantation,Picketts Ridge,atlanta,ga,Homeowners Community,2,False,False,False,False,False,False,34,-84.7394264,0,0,0,0,0,0
North Andover High School,Osgood Street,boston,ma,Public,6,False,True,False,False,False,False,42,-71.1151028,0,1,0,0,0,0
The Villages At Lake Ridge,West Shore Court,atlanta,ga,Homeowners Community,4,False,False,False,False,True,False,33,-84.4289017,0,0,0,0,1,0
Lakes on Eldridge North,Catalina Shores Drive,houston - galveston - brazoria,tx,Homeowners Community,2,False,False,False,False,True,False,29,-95.5922073,0,0,0,0,1,0
The Crossing at McDonough,Crossing Boulevard,atlanta,ga,Homeowners Community,2,False,False,False,False,True,False,33,-84.156121,0,0,0,0,1,0
Shady Grove Middle School,Taunton Court,washington,dc,Public,6,False,True,False,False,False,False,39,-77.16313,0,1,0,0,0,0
Caribbean Villas,Caribbean Boulevard,west palm beach - boca raton,fl,Homeowners Community,1,False,False,False,False,True,False,26,-80.1226687,0,0,0,0,1,0
Mt Lebanon High School,Horsman Drive,pittsburgh,pa,Public,6,False,False,False,False,False,False,40,-80.05214,0,0,0,0,0,0
Westport Longshore Club Park,Herbert Baldwin Road,new york,ny,Public,9,True,False,False,False,True,False,41,-73.367106,1,0,0,0,1,0
Loucks Park,Park Street,pittsburgh,pa,Public,2,False,False,False,False,True,False,40,-79.586489,0,0,0,0,1,0
South Maple Park,West Liberty Street,detroit,mi,Public,2,False,False,False,False,False,False,42,-83.7833261,0,0,0,0,0,0
Grover Cleveland Park,Brookside Avenue,new york,ny,Public,4,False,False,False,False,False,False,40,-74.280903,0,0,0,0,0,0
Lockport High School,Lincoln Avenue,buffalo-niagara falls,ny,Public,6,False,False,False,False,False,False,43,-78.689296,0,0,0,0,0,0
Piotrowski Park,South Kildare Avenue,chicago,il,Public,5,False,False,False,False,False,False,41,-87.731891,0,0,0,0,0,0
Broadway Avenue Park,Broadway Avenue,new york,ny,Public,6,False,True,False,False,True,False,40,-73.068695,0,1,0,0,1,0
Windscape Village,Benedetti Drive,chicago,il,Homeowners Community,2,False,False,False,False,True,False,41,-88.1613994,0,0,0,0,1,0
University of Northern Colorado,Street,denver,co,Public,10,False,False,False,False,False,False,40,-104.7021854,0,0,0,0,0,0
North Point,Willeo Road,atlanta,ga,Homeowners Community,2,False,False,False,False,True,False,34,-84.3882608,0,0,0,0,1,0
Homes at Swan Pond Condominium,Clear Pond Drive,boston,ma,Homeowners Community,2,False,False,False,False,False,False,42,-71.2643731,0,0,0,0,0,0
Branchville Recreational Park,Recreational Road,new york,ny,Public,2,False,False,False,False,False,False,41,-74.746685,0,0,0,0,0,0
Country Scene Apartment,Century Oaks Drive,raleigh-durham-chapel hill,nc,Homeowners Community,1,False,False,False,False,False,False,35,-78.8941205,0,0,0,0,0,0
Corner Park Apartments,Winchester Road,memphis,tn,Homeowners Community,2,False,False,False,False,True,False,35,-89.9254024,0,0,0,0,1,0
Grandville Middle School,Buck Creek Trail,grand rapids,mi,Public,4,False,False,False,False,True,False,42,-85.7652962,0,0,0,0,1,0
Lawrence & Heidi Canarelli Middle School,Torrey Pines Drive,las vegas,nv,Public,4,False,False,False,False,False,False,36,-115.2339649,0,0,0,0,0,0
Barrington Recreation Center,South Barrington Avenue,los angeles,ca,Public,6,False,False,False,False,False,False,34,-118.4662199,0,0,0,0,0,0
Fremont Park,Hahn Avenue,los angeles,ca,Public,8,False,False,False,False,True,False,34,-118.2681763,0,0,0,0,1,0
Rock Creek Landing Park,Northwest Rock Creek Boulevard,portland,or,Public,2,False,False,False,False,False,False,45,-122.8972614,0,0,0,0,0,0
Lowell High School,Lake Merced Boulevard,san francisco - oakland - san jose,ca,Public,10,False,True,False,False,False,False,37,-122.4840724,0,1,0,0,0,0
Philip Arnold Park,Jones Avenue South,seattle,wa,Public,2,False,False,False,False,True,False,47,-122.1958852,0,0,0,0,1,0
Ridgedale,Cascade Place West,seattle,wa,Homeowners Community,1,False,False,False,False,False,False,47,-122.531451,0,0,0,0,0,0
Dr. Michael M. Krop Senior High School,Northeast Street,miami-fort lauderdale,fl,Public,6,False,False,False,False,False,False,25,-80.1721931,0,0,0,0,0,0
Homestead Senior High School,Southeast Avenue,miami-fort lauderdale,fl,Public,2,False,True,False,False,False,False,25,-80.4584813,0,1,0,0,0,0
University of Houston,Reading Street,houston - galveston - brazoria,tx,Public,12,False,True,False,False,True,False,29,-95.3467155,0,1,0,0,1,0
Spring Branch Academy of Choice,Westview Drive,houston - galveston - brazoria,tx,Public,4,False,True,False,False,True,False,29,-95.5095899,0,1,0,0,1,0
Tuckahoe Middle School,Pamela Drive,richmond-petersburg,va,Public,2,False,False,False,False,False,False,37,-77.558444,0,0,0,0,0,0
Cyprus High School,West South,salt lake city,ut,Public,4,False,False,False,False,True,False,40,-112.0980871,0,0,0,0,1,0
Kent Street Tennis Courts,Kent Street,providence,ri,Public,2,False,False,False,False,False,False,41,-71.2983406,0,0,0,0,0,0
Woodstream Park,Palamar Drive,washington,dc,Public,4,False,True,False,False,False,False,38,-76.8340766,0,1,0,0,0,0
Cambridge Park,Buckingham Drive,chicago,il,Public,1,False,True,False,False,False,False,42,-88.021452,0,1,0,0,0,0
Lawrence Road Middle School,Milburn Avenue,new york,ny,Public,3,False,False,False,False,False,False,40,-73.608548,0,0,0,0,0,0
Moultrie Park,Valley Forge,nashville,tn,Public,5,False,False,False,False,True,False,36,-86.8418813,0,0,0,0,1,0
Pebble Creek Homes,Crosswicks Court,new york,ny,Homeowners Community,1,False,False,False,False,False,False,40,-74.6999073,0,0,0,0,0,0
Shadow Ridge,East South,salt lake city,ut,Homeowners Community,1,False,False,False,False,True,False,40,-111.8539631,0,0,0,0,1,0
Legacy at Mayland,Beacontree Lane,richmond-petersburg,va,Homeowners Community,3,False,False,False,False,False,False,37,-77.5558591,0,0,0,0,0,0
Vicarage Court,Vicarage Court,atlanta,ga,Homeowners Community,2,False,False,False,False,True,False,34,-84.1969442,0,0,0,0,1,0
Prospect Creek,Prospect Church Road,atlanta,ga,Homeowners Community,2,False,False,False,False,True,False,34,-83.9578307,0,0,0,0,1,0
The Springs Apartment Homes,Aberdeen Way Southeast,atlanta,ga,Homeowners Community,1,False,False,False,False,True,False,33,-84.4987249,0,0,0,0,1,0
Lonnie Burten Recreation Center,East Street,cleveland,oh,Public,1,False,False,False,False,False,False,41,-81.6549879,0,0,0,0,0,0
Francis T. Bresnahan School,High Street,boston,ma,Public,2,False,False,False,False,False,False,42,-70.8962452,0,0,0,0,0,0
Rockdale West,Bryant Lane,boston,ma,Homeowners Community,1,False,False,False,False,False,False,41,-70.9616804,0,0,0,0,0,0
King School Park,Northeast Grand Avenue,portland,or,Public,2,False,True,False,False,False,False,45,-122.6601434,0,1,0,0,0,0
Waverly Apartments,Old Oak Drive,greensboro-winston-salem,nc,Homeowners Community,1,False,False,False,False,True,False,36,-80.2805328,0,0,0,0,1,0
RHAM High School,Rham Road,hartford,ct,Public,6,False,False,False,False,False,False,41,-72.3646152,0,0,0,0,0,0
Currier Woods Condominium,Promontory Drive,new york,ny,Homeowners Community,2,True,False,False,False,False,False,41,-72.9301429,1,0,0,0,0,0
Optimist Park,Optimist Avenue,louisville,ky,Public,2,False,False,False,False,False,False,38,-85.7242155,0,0,0,0,0,0
Enderly Park,Enderly Road,charlotte,nc,Public,2,False,False,False,False,False,False,35,-80.8838046,0,0,0,0,0,0
Northland High School,Northcliff Drive,columbus,oh,Public,3,False,True,False,False,False,False,40,-82.9650164,0,1,0,0,0,0
Bicycle Club Apartments,North Granby Avenue,kansas city,mo,Homeowners Community,1,False,False,False,False,False,False,39,-94.6252978,0,0,0,0,0,0
Arbor Crest,Cypress Lane,raleigh-durham-chapel hill,nc,Homeowners Community,2,False,False,False,False,False,False,35,-78.6108899,0,0,0,0,0,0
Hiawatha Playfield,Southwest Lander Street,seattle,wa,Public,3,False,True,False,False,True,False,47,-122.3849595,0,1,0,0,1,0
Woodland Park,North Street,seattle,wa,Public,4,False,False,False,False,False,False,47,-122.3434067,0,0,0,0,0,0
Canyon Hills,Mercy Road,san diego,ca,Homeowners Community,1,False,False,False,False,True,False,32,-117.1143007,0,0,0,0,1,0
Bray Park,Alston Bridge Road,raleigh-durham-chapel hill,nc,Public,3,False,False,False,False,True,False,35,-79.4526207,0,0,0,0,1,0
Lincoln Wood Village,Del Rio Boulevard,west palm beach - boca raton,fl,Homeowners Community,1,False,False,False,False,False,False,26,-80.0971448,0,0,0,0,0,0
Rio Vista High School,County Road,dallas - fort worth,tx,Public,4,False,False,False,False,True,False,32,-97.375946,0,0,0,0,1,0
Cross Creek,Southwest Street,miami-fort lauderdale,fl,Homeowners Community,1,False,False,False,False,False,False,26,-80.2028131,0,0,0,0,0,0
Yates High School,Cleburne Street,houston - galveston - brazoria,tx,Public,6,False,True,False,False,True,False,29,-95.3538716,0,1,0,0,1,0
Pasadena High School,Walters Street,houston - galveston - brazoria,tx,Public,6,False,False,False,False,False,False,29,-95.2123582,0,0,0,0,0,0
Woodsong Lake,Arbor Lake Drive,jacksonville,fl,Homeowners Community,1,False,False,False,False,False,False,30,-81.5113664,0,0,0,0,0,0
Indian Creek,Formosa Gardens Boulevard,orlando,fl,Homeowners Community,1,False,False,False,False,False,False,28,-81.6078615,0,0,0,0,0,0
Deacons Walk Park,Boyds Valley Drive,wilmington-newark,de,Public,2,False,False,False,False,False,False,39,-75.705306,0,0,0,0,0,0
Minnetonka Senior School,Delton Avenue,minneapolis-st. paul,mn,Public,7,False,True,False,False,False,False,44,-93.512921,0,1,0,0,0,0
Veterans Memorial Park,Bruce Street,new york,ny,Public,4,False,False,False,False,True,False,40,-73.999153,0,0,0,0,1,0
Hoffman Estates High School,Coventry Road,chicago,il,Public,12,False,False,False,False,False,False,42,-88.10503,0,0,0,0,0,0
Marine Park,East Street,new york,ny,Public,15,False,True,False,False,False,False,40,-73.935434,0,1,0,0,0,0
Marktown Park,Pine Avenue,chicago,il,Public,2,False,False,False,False,True,False,41,-87.470397,0,0,0,0,1,0
Arthur Langford Jr. Park,Thornton Street Southwest,atlanta,ga,Public,2,False,False,False,False,False,False,33,-84.3947411,0,0,0,0,0,0
Ammersee Lakes,Breitbrunn Chase,atlanta,ga,Homeowners Community,2,False,False,False,False,True,False,34,-84.181602,0,0,0,0,1,0
C.F. Holliday Elementary School,South Dixie Highway,dayton-springfield,oh,Public,2,False,False,False,False,False,False,39,-84.2143786,0,0,0,0,0,0
Griffin High School,Newnan Road,atlanta,ga,Public,6,False,False,False,False,True,False,33,-84.304533,0,0,0,0,1,0
Quarter Mill,Quarter Creek Lane,richmond-petersburg,va,Homeowners Community,1,False,False,False,False,True,False,37,-77.5606012,0,0,0,0,1,0
McKinley Elementary School,Cherry Street,detroit,mi,Public,1,False,False,False,False,False,False,42,-83.1580925,0,0,0,0,0,0
Virginia Baker Park,South Linwood Avenue,baltimore,md,Public,10,False,False,False,False,False,False,39,-76.5762198,0,0,0,0,0,0
Patriot Square Condo,Patriot Square Drive,dayton-springfield,oh,Homeowners Community,1,False,True,False,False,False,False,39,-84.1860974,0,1,0,0,0,0
Rosewood Park,North West,salt lake city,ut,Public,8,False,False,False,False,True,False,40,-111.9250309,0,0,0,0,1,0
Lawrenceburg High School,Street,cincinnati,oh,Public,6,False,False,False,False,True,False,39,-84.8558772,0,0,0,0,1,0
River Club Park,River Walk Parkway,norfolk-virginia beach,va,Public,2,False,False,False,False,True,False,36,-76.2675083,0,0,0,0,1,0
Independence High School,Patriot Drive,charlotte,nc,Public,8,False,False,False,False,False,False,35,-80.6898701,0,0,0,0,0,0
Woodland Court,Dorner Circle,raleigh-durham-chapel hill,nc,Homeowners Community,1,False,False,False,False,True,False,35,-78.6936736,0,0,0,0,1,0
Finley Forest Condominium,Finley Forest Circle,raleigh-durham-chapel hill,nc,Homeowners Community,2,False,False,False,False,False,False,35,-79.008404,0,0,0,0,0,0
South Central Jr./Sr. High School,Old Dam Road Southeast,louisville,ky,Public,5,False,False,False,False,False,False,38,-86.0033154,0,0,0,0,0,0
Holland Heights School,Hope Avenue,grand rapids,mi,Public,2,False,True,False,False,True,False,42,-86.071068,0,1,0,0,1,0
Cerritos Park East,Beethoven Place,los angeles,ca,Public,4,False,False,False,False,True,False,33,-118.051486,0,0,0,0,1,0
Villa Del Arroyo,Paso Del Campu,los angeles,ca,Homeowners Community,1,False,False,False,False,False,False,34,-118.8354206,0,0,0,0,0,0
2222 Avenue of the Stars Condos,Century Hill,los angeles,ca,Homeowners Community,2,False,False,False,False,True,False,34,-118.4084237,0,0,0,0,1,0
Northern Greens,North Avenue,phoenix,az,Homeowners Community,2,False,False,False,False,True,False,33,-112.1928012,0,0,0,0,1,0
Sunnyslope Park,West Sunnyslope Lane,phoenix,az,Public,2,False,False,False,False,True,False,33,-112.2121453,0,0,0,0,1,0
Canyon Cove,Deer Grass Drive,los angeles,ca,Homeowners Community,3,False,False,False,False,False,False,33,-116.3961661,0,0,0,0,0,0
Bison Park,Clear Sky Way,denver,co,Public,4,False,False,False,False,False,False,39,-104.9049212,0,0,0,0,0,0
Camino Villas,El Camino Real,san diego,ca,Homeowners Community,1,False,False,False,False,True,False,32,-117.2386587,0,0,0,0,1,0
Bella Pacific,Bella Pacific Row,san diego,ca,Homeowners Community,1,False,False,False,False,True,False,32,-117.2219431,0,0,0,0,1,0
General Getty Park,Woodland Drive,washington,dc,Public,2,False,True,False,False,False,False,39,-77.043643,0,1,0,0,0,0
Lakeview,Wedgewood Boulevard,west palm beach - boca raton,fl,Homeowners Community,2,False,False,False,False,False,False,26,-80.106554,0,0,0,0,0,0
Maitland Community Park,Mayo Avenue,orlando,fl,Public,4,False,False,False,False,True,False,28,-81.3506055,0,0,0,0,1,0
Peppermill,South Orange Blossom Trail,orlando,fl,Homeowners Community,2,False,False,False,False,False,False,28,-81.4050007,0,0,0,0,0,0
The Estates on Lake Mills,Mills Estate Place,orlando,fl,Homeowners Community,1,False,False,False,False,False,False,28,-81.1131012,0,0,0,0,0,0
Martin Luther King Park,Nicollet Avenue,minneapolis-st. paul,mn,Public,2,False,True,False,False,False,False,44,-93.276489,0,1,0,0,0,0
Central Bucks High School East,Anderson Road,philadelphia,pa,Public,6,False,False,False,False,False,False,40,-75.057456,0,0,0,0,0,0
Black Hawk Middle School,Oakbrooke Terrace,minneapolis-st. paul,mn,Public,4,False,False,False,False,False,False,44,-93.176824,0,0,0,0,0,0
Camden High School,Park Boulevard,philadelphia,pa,Public,6,True,False,False,False,True,False,39,-75.093269,1,0,0,0,1,0
Greene Park,South Lipton Avenue,milwaukee,wi,Public,3,False,False,False,False,False,False,42,-87.865669,0,0,0,0,0,0
Flushing Meadows Corona Park,New York Avenue,new york,ny,Public,11,False,False,False,False,False,False,40,-73.842136,0,0,0,0,0,0
Brook Forest Elementary School,Briarwood North,chicago,il,Public,4,False,False,False,False,False,False,41,-87.964804,0,0,0,0,0,0
Crabapple Middle School,Shelli Lane,atlanta,ga,Public,2,False,False,False,False,False,False,34,-84.36499,0,0,0,0,0,0
Fullers Park - Recreation Center,Fullers Park,atlanta,ga,Public,4,False,False,False,False,True,False,33,-84.4537497,0,0,0,0,1,0
Platt Vocational Tech School,Orange Avenue,new york,ny,Public,2,False,False,False,False,False,False,41,-73.0465829,0,0,0,0,0,0
